# Description of the experiment:
#
# - We generate the costs to up to 2.000 tasks for 20 to 80 resources
#   with steps of 10.
# - All costs follow linear functions (i.e., constant marginal costs)
#   with RNG seeds [0..79].
# - We schedule 2.000 tasks.
# - We run (MC)^2MKP, MarIn, MarCo, MarDec, MarDecUn, and FedAvg.
# - All resources have a lower limit of 1.
# - The first half of the resources have no upper limit.
# - The second half has an upper limit of 2*(tasks/resources).
# - Each sample is composed of 5 executions of the schedulers.
# - We get 20 samples for each pair (scheduler, tasks)
# - The order of execution of the different schedulers is
#   randomly defined. We set an initial RNG seed = 1000 and increase
#   it every time we need a new order.
Scheduler,Tasks,Resources,Time
FedAvg,2000,20,1.218200009134307e-05
MarCo,2000,40,0.00030790999994678714
MarDecUn,2000,40,0.000238439999975526
FedAvg,2000,40,1.2088000175936031e-05
(MC)2MKP,2000,40,158.9767808869999
MarDec,2000,40,3.0924086869999883
MarIn,2000,40,0.02144292500042866
(MC)2MKP,2000,40,158.85099123300006
MarCo,2000,40,0.0003053780001209816
MarDecUn,2000,40,0.0002411539999229717
MarDec,2000,40,3.08297633400025
FedAvg,2000,40,1.2315999811107758e-05
MarIn,2000,40,0.021710658999836596
MarIn,2000,40,0.021718315000271105
MarCo,2000,40,0.0002471299999342591
(MC)2MKP,2000,40,157.8753596219999
FedAvg,2000,40,1.2333000086073298e-05
MarDecUn,2000,40,0.00028061500006515416
MarDec,2000,40,3.0578790950003167
MarCo,2000,40,0.0002560910002102901
MarDec,2000,40,3.069277435999993
MarIn,2000,40,0.021832325000104902
(MC)2MKP,2000,40,159.36863562999997
FedAvg,2000,40,1.2213999980303925e-05
MarDecUn,2000,40,0.0002808740000546095
MarCo,2000,40,0.00026700600028561894
FedAvg,2000,40,1.380399999106885e-05
(MC)2MKP,2000,40,158.2912126770002
MarDec,2000,40,3.075951668000016
MarIn,2000,40,0.0216111939998882
MarDecUn,2000,40,0.0002433149998068984
MarDec,2000,40,3.0699485949999143
FedAvg,2000,40,1.2168000012025004e-05
MarDecUn,2000,40,0.00023332799992203945
MarIn,2000,40,0.02134064399979252
(MC)2MKP,2000,40,157.47521065499996
MarCo,2000,40,0.000301735999983066
FedAvg,2000,40,1.2162000075477408e-05
MarDec,2000,40,3.0733274519998304
(MC)2MKP,2000,40,157.52987639399998
MarCo,2000,40,0.0003019390001099964
MarIn,2000,40,0.021847964000244247
MarDecUn,2000,40,0.00022916900024938514
(MC)2MKP,2000,40,158.48125497299998
FedAvg,2000,40,1.5516000075876946e-05
MarIn,2000,40,0.021778438999717764
MarDec,2000,40,3.074716608000017
MarDecUn,2000,40,0.00023778200011292938
MarCo,2000,40,0.0002487280003151682
MarCo,2000,40,0.00024730400036787614
MarDec,2000,40,3.0760228989997813
FedAvg,2000,40,1.2029000117763644e-05
(MC)2MKP,2000,40,158.6332088639997
MarDecUn,2000,40,0.0002824819998750172
MarIn,2000,40,0.021692200999950728
MarIn,2000,40,0.02179760399985753
MarDec,2000,40,3.0626481990002503
FedAvg,2000,40,1.2182999853393994e-05
MarDecUn,2000,40,0.00023484499979531392
(MC)2MKP,2000,40,157.53702620100012
MarCo,2000,40,0.0003031000001101347
(MC)2MKP,2000,40,159.3932814210002
MarCo,2000,40,0.00030613399985668366
MarDec,2000,40,3.07681299900014
MarDecUn,2000,40,0.00023683499966864474
FedAvg,2000,40,1.1962999906245386e-05
MarIn,2000,40,0.021533952000027057
MarCo,2000,40,0.0002475269998285512
MarIn,2000,40,0.02225500800022928
MarDec,2000,40,3.0815129190000334
MarDecUn,2000,40,0.00023653499965803348
(MC)2MKP,2000,40,158.95927546199982
FedAvg,2000,40,1.657699976931326e-05
MarDec,2000,40,3.0784577360000185
FedAvg,2000,40,1.2372000128380023e-05
MarIn,2000,40,0.02174629899991487
MarDecUn,2000,40,0.0002293929996994848
MarCo,2000,40,0.0002450219999445835
(MC)2MKP,2000,40,158.49955103000002
(MC)2MKP,2000,40,157.5452439339997
MarDec,2000,40,3.0660797500004264
MarIn,2000,40,0.021481763999872783
MarDecUn,2000,40,0.00023268600034498377
FedAvg,2000,40,1.409800006513251e-05
MarCo,2000,40,0.00024765099988144357
MarDecUn,2000,40,0.00023626200072612846
(MC)2MKP,2000,40,158.28599173900056
MarCo,2000,40,0.00030531199990946334
MarIn,2000,40,0.021629536000546068
MarDec,2000,40,3.0762186040001325
FedAvg,2000,40,1.4489999557554256e-05
MarCo,2000,40,0.0002471409998179297
MarIn,2000,40,0.021830149999914283
MarDec,2000,40,3.0662698020005337
FedAvg,2000,40,1.2303000403335318e-05
MarDecUn,2000,40,0.0002378959998168284
(MC)2MKP,2000,40,158.3707956850003
MarCo,2000,40,0.000303016000543721
MarIn,2000,40,0.021528307999687968
FedAvg,2000,40,1.4123000255494844e-05
MarDec,2000,40,3.090511860999868
(MC)2MKP,2000,40,159.89351433999946
MarDecUn,2000,40,0.0002858039997590822
(MC)2MKP,2000,40,158.89946812800008
MarIn,2000,40,0.021396400999947218
MarDecUn,2000,40,0.00023909599985927343
MarCo,2000,40,0.0002521859996704734
MarDec,2000,40,3.0919599790004213
FedAvg,2000,40,1.412900019204244e-05
MarIn,2000,40,0.02195556900005613
MarDecUn,2000,40,0.0002337380001335987
MarCo,2000,40,0.0002457729997331626
FedAvg,2000,40,1.189800059364643e-05
MarDec,2000,40,3.069656157999816
(MC)2MKP,2000,40,158.02353529500033
MarIn,2000,40,0.021588854000583524
MarDec,2000,40,3.073991651999677
FedAvg,2000,40,1.4317999557533767e-05
MarCo,2000,40,0.0002541429994380451
(MC)2MKP,2000,40,158.93376424100006
MarDecUn,2000,40,0.0002784930002235342
MarCo,2000,60,0.00035832199955621036
FedAvg,2000,60,3.224100055376766e-05
MarIn,2000,60,0.021779761000289
MarDecUn,2000,60,0.0003248310003982624
MarDec,2000,60,6.898054473999764
(MC)2MKP,2000,60,221.60453599100038
MarCo,2000,60,0.0004004679994977778
MarDec,2000,60,6.895609826000509
MarDecUn,2000,60,0.00033366600018780446
(MC)2MKP,2000,60,223.11811662400032
FedAvg,2000,60,3.6070000533072744e-05
MarIn,2000,60,0.021476298999914434
(MC)2MKP,2000,60,222.61004143599985
MarIn,2000,60,0.021834633000253234
MarDecUn,2000,60,0.0003252910000810516
FedAvg,2000,60,3.0027999855519738e-05
MarCo,2000,60,0.00035004500023205765
MarDec,2000,60,6.898543949000668
(MC)2MKP,2000,60,221.67080890200032
MarDec,2000,60,6.8685188769995875
MarCo,2000,60,0.0003629709999586339
FedAvg,2000,60,2.8565000320668332e-05
MarDecUn,2000,60,0.00033610900027269963
MarIn,2000,60,0.021702377000110573
MarDec,2000,60,6.897144507000121
